6000 34083
571 4337 560878
571 4901 927708
571 5721 405760
572 867 172714
572 1173 222328
572 1468 892186
572 2391 253698
572 3002 797745
572 3988 481361
572 4459 858514
572 4954 589034
572 4955 966095
572 5485 195589
572 5771 207943
573 604 728075
573 1197 906950
573 1323 423416
573 2025 57503
573 2084 1767
573 2240 137738
573 2649 863694
573 3305 152458
573 3605 847752
573 4396 483012
573 4614 400657
573 5468 696252
573 5473 998948
573 5602 390593
574 641 882960
574 1604 451493
574 2152 593265
574 2767 392315
574 3081 197469
574 3802 424080
574 4775 445459
574 5612 32666
575 1217 34317
575 1427 17437
575 1747 450431
575 1832 66529
575 1858 613093
575 2678 662158
575 3355 463404
575 3928 886636
575 4642 837065
575 4821 742978
575 4848 247846
575 5135 174496
575 5697 105719
576 592 944907
576 1069 496482
576 1613 926793
576 1652 953980
576 2112 806469
576 2524 26988
576 3367 501504
576 4170 164352
576 4347 588558
576 5267 908164
576 5886 903337
577 1170 880363
577 1702 679235
577 1904 83449
577 2849 431021
577 3310 246203
577 3803 97294
577 4546 250285
577 4874 653074
577 5614 776148
578 653 278342
578 1634 879233
578 2320 64513
578 3102 508961
578 3771 722405
578 4060 252715
578 4405 292652
578 4999 915579
578 5200 864042
579 797 464854
579 867 651066
579 1358 162168
579 2053 48174
579 2287 144790
579 2953 356719
579 3814 619007
579 4509 778093
579 5197 980560
579 5420 87001
579 5996 979
580 866 753675
580 1150 19235
580 1395 688489
580 1663 402472
580 1717 864474
580 2255 667119
580 3215 544057
580 4024 991134
580 4310 745951
580 5105 716004
580 5912 467153
580 5959 939251
581 1183 217825
581 1368 598533
581 2163 631473
581 2329 972469
581 3082 856400
581 3144 144593
581 3159 560533
581 3801 120488
581 4219 344112
581 4663 486475
581 4932 570929
581 5040 691219
581 5111 78112
581 5484 886223
581 5990 791623
582 1041 525796
582 1632 953991
582 2570 211416
582 2722 749759
582 3238 647551
582 3406 812108
582 3967 501052
582 4064 540401
582 4530 349560
582 5370 446292
583 699 808399
583 737 110190
583 1591 838414
583 2347 145715
583 2728 444167
583 2897 188528
583 3002 971511
583 3463 751872
583 4121 199219
583 4504 926560
583 4886 747842
583 5355 124434
583 5641 886869
583 5888 102846
583 5944 46890
584 755 371636
584 810 324712
584 1648 738468
584 2111 436552
584 2307 797981
584 2376 589723
584 2458 425579
584 2990 573953
584 3223 754750
584 3907 114792
584 4387 257525
584 4995 535265
584 5802 864476
585 1585 871531
585 1977 27668
585 2026 554379
585 2744 410760
585 2956 182538
585 3527 798116
585 3608 562551
585 3788 689804
585 4768 677758
585 5099 991285
586 1014 500968
586 1140 410911
586 1976 474737
586 2143 801998
586 2700 82029
586 3693 727087
586 4461 459661
586 4593 819147
586 5319 740243
587 1198 504813
587 2015 702696
587 2371 231000
587 2862 968339
587 3612 154177
587 4579 291091
587 5531 976934
588 799 768122
588 1448 60381
588 1559 151209
588 2313 518460
588 2600 923525
588 3064 207774
588 3079 398193
588 3088 439725
588 3888 452821
588 4777 703495
588 5301 165889
588 5634 521215
589 1446 997181
589 1870 469812
589 2329 702992
589 2347 258580
589 3335 160751
589 3373 666196
589 3873 863497
589 4703 259376
589 5659 268604
590 735 732964
590 1194 273300
590 1970 409351
590 2108 738656
590 2691 105474
590 3553 198924
590 4231 257042
590 4575 890841
590 5071 816687
590 5926 6075
591 1544 351113
591 1757 487808
591 2710 575046
591 2885 88913
591 3878 781917
591 4283 92956
591 5006 634704
591 5086 182074
591 5923 533735
591 5927 749662
592 1516 170691
592 2145 586271
592 2668 314481
592 3617 52733
592 4516 250974
592 4549 704363
592 4731 208840
592 5043 856579
592 5406 524224
592 5974 254279
593 1112 543354
593 1787 620954
593 2206 680867
593 2886 31778
593 3758 464627
593 4455 117562
593 5059 606967
593 5139 346084
593 5402 748165
594 1178 469197
594 1515 58769
594 1544 839004
594 2236 666747
594 2455 648263
594 2824 765198
594 2953 980722
594 3173 95083
594 3309 999086
594 3419 737914
594 4372 747089
594 5330 579866
595 868 275297
595 987 924539
595 1440 824100
595 1911 9002
595 2695 309591
595 2721 66787
595 2999 353772
595 3352 389540
595 3488 227902
595 3505 288210
595 3622 991451
595 4315 545202
595 4871 764958
595 5373 504644
596 1311 799683
596 1495 379012
596 2292 879074
596 3104 781249
596 3644 927813
596 4024 923131
596 4210 108519
596 4614 1309
596 5481 570296
597 1362 950312
597 2360 345237
597 2466 107694
597 2897 215665
597 3541 414288
597 4194 912559
597 4545 552687
597 4635 413362
597 5115 746163
597 5636 291080
598 928 816459
598 1105 423871
598 2074 979936
598 2598 496192
598 3173 250320
598 3477 533238
598 4142 640540
598 4481 471358
598 4799 207004
598 5148 977958
598 5152 289259
598 5456 512690
598 5800 942017
599 1102 790537
599 1694 778557
599 1908 646403
599 1989 23437
599 2708 74016
599 3664 583910
599 4251 215275
599 4812 673824
599 5099 36101
599 5258 566644
600 1110 943345
600 1829 864869
600 2424 590026
600 3326 388943
600 3712 916423
600 4505 838923
600 4867 102701
600 5351 392764
601 1517 480483
601 2305 943227
601 3041 927730
601 3886 492653
601 4784 770135
601 5529 299412
602 1464 204273
602 1575 222585
602 1708 29061
602 2662 963038
602 3009 377344
602 3813 742143
602 4423 142170
602 5258 687449
602 5535 557967
603 710 828755
603 1645 145199
603 2473 283784
603 3316 390729
603 4226 682943
603 4358 907036
603 5158 894404
603 5652 66736
604 1155 395690
604 1425 666901
604 1802 355077
604 2190 21990
604 2780 286578
604 3210 581223
604 3747 891498
604 4072 189643
604 4501 290875
604 5319 784212
605 1148 354473
605 1151 576030
605 1652 455807
605 2430 964998
605 3316 466665
605 4212 434575
605 5142 397149
606 961 838888
606 1245 827300
606 1702 488070
606 2568 486349
606 3127 70547
606 3462 879991
606 3875 171157
606 4421 806482
606 4468 535019
606 4948 633076
606 5815 906638
607 819 945524
607 1681 8112
607 2123 545147
607 2727 136745
607 3576 760491
607 3600 186149
607 4543 887093
607 4905 888644
607 5905 697908
608 1594 59321
608 2072 359888
608 2218 825528
608 2468 316629
608 3064 724120
608 3675 594800
608 4002 201486
608 4659 42790
608 4934 259156
608 5323 751019
609 836 150043
609 1332 643526
609 1811 947862
609 1972 336482
609 2733 129490
609 3549 221433
609 4513 875703
609 5087 723491
610 1161 698438
610 1576 692517
610 1806 45745
610 2800 7242
610 3679 508272
610 4068 85623
610 4703 400745
610 5549 925677
610 5785 970371
611 1056 18883
611 2037 347562
611 2401 847800
611 2739 46331
611 3585 688916
611 4399 526797
611 5213 468251
611 5420 334330
612 911 744675
612 977 737533
612 1267 67810
612 1415 544928
612 2313 149997
612 2909 222490
612 3620 466103
612 4550 655593
612 4981 271843
612 5933 678582
613 1244 918427
613 1332 652800
613 1899 204257
613 2293 15777
613 2871 915226
613 3294 799604
613 3933 885956
613 4822 300800
613 5273 113817
613 5967 891799
614 793 528509
614 1003 432464
614 1448 397644
614 1747 20752
614 1964 61479
614 2342 510995
614 3256 556529
614 3813 828170
614 4732 4685
614 4827 625496
614 4931 682698
614 5413 555411
615 892 780861
615 1638 961326
615 1641 982510
615 2493 717511
615 3208 418316
615 3511 979711
615 4473 955054
615 4748 700440
615 5528 83270
616 920 555826
616 1138 609226
616 1641 584668
616 1706 229962
616 2063 609550
616 2779 35294
616 2954 598928
616 3342 762852
616 4268 415897
616 4968 21788
616 5927 683367
617 634 322328
617 769 66296
617 880 286270
617 1437 379815
617 2007 221734
617 2035 827147
617 2619 149695
617 2827 44897
617 3226 704109
617 4186 485044
617 4817 461887
617 5244 268483
618 1289 533534
618 1880 364986
618 2772 744032
618 3770 55571
618 4285 441645
618 4962 457784
618 5511 974491
618 5860 329283
619 1463 144218
619 2371 81055
619 2830 171662
619 3337 568422
619 3386 807142
619 3687 607832
619 4655 796464
619 5153 125501
619 5556 339835
620 1050 198833
620 1356 499948
620 1825 508986
620 2549 748022
620 3369 633428
620 4017 572041
620 4284 254217
620 4580 733673
620 5251 498309
620 5427 528093
620 5780 358669
621 801 466988
621 1001 254034
621 1833 455606
621 2693 967575
621 2725 309044
621 3601 283979
621 4110 907213
621 4160 213882
621 4540 391478
621 5417 511772
622 711 322067
622 1120 537764
622 1839 812940
622 2039 8075
622 2639 656944
622 3242 154939
622 3381 57636
622 4147 983745
622 4990 231340
622 5762 476887
623 721 942747
623 844 326152
623 1464 476506
623 2437 996852
623 3058 761716
623 3994 343039
623 4466 629051
623 5219 352411
623 5465 687827
623 5823 868189
624 916 396328
624 1324 459061
624 1388 233255
624 2132 664191
624 2265 352662
624 2901 652879
624 3681 591139
624 4527 398637
624 4634 322697
624 4887 103175
624 5867 246291
625 652 442395
625 1053 254276
625 1267 551762
625 1724 137994
625 2126 35136
625 2876 238814
625 3423 469356
625 3977 112089
625 4461 314567
625 5181 348714
625 5524 451859
626 953 793317
626 1904 54936
626 2387 443934
626 2957 55481
626 3913 259965
626 4790 257584
626 5316 634990
626 5704 560871
627 1146 280620
627 1343 379421
627 1662 99106
627 2163 445806
627 2827 352224
627 3690 650362
627 4116 18125
627 4801 113743
627 4872 340620
627 5445 492005
627 5982 582053
628 1125 665281
628 2012 841026
628 2275 649278
628 2516 198653
628 2660 715212
628 2857 476564
628 3384 951302
628 3444 943684
628 4406 836636
628 5301 531675
628 5358 789019
628 5713 787151
628 5799 674326
629 1067 348863
629 1835 340749
629 2542 561049
629 3526 157085
629 4185 259261
629 4506 576311
629 5259 790532
629 5763 349316
630 783 833728
630 869 777470
630 1224 2984
630 1361 827415
630 2355 126495
630 2913 145435
630 3078 444633
630 3946 666027
630 4694 847969
630 4775 934148
630 5723 139165
631 835 214485
631 944 106312
631 1305 832968
631 1925 809770
631 2041 805699
631 2892 506586
631 2941 561186
631 3011 303463
631 3187 974916
631 3555 14962
631 3631 879000
631 4457 474454
631 5201 853794
631 5732 669891
632 1323 981693
632 1615 810176
632 1764 651604
632 2648 219116
632 3219 657653
632 3798 429269
632 4298 971164
632 4963 260685
632 5192 241479
632 5400 278145
633 799 86572
633 989 667347
633 1007 323289
633 1491 533904
633 1663 865576
633 2253 491216
633 3116 456117
633 3828 578818
633 4824 129179
633 5560 961649
634 1634 177500
634 1899 569668
634 2427 900849
634 2566 601092
634 2903 3337
634 3508 781909
634 4382 929951
634 4656 914163
634 5438 393177
635 988 39118
635 1233 760219
635 1812 824960
635 2193 315578
635 2323 574120
635 2893 547886
635 3361 487421
635 3507 324487
635 4452 46347
635 5425 43036
636 1293 821992
636 1876 762535
636 2810 899212
636 3499 235719
636 3879 100374
636 4298 847850
636 4912 861637
636 5336 872925
636 5701 175001
636 5751 323837
637 920 562304
637 1255 36785
637 1389 930635
637 1512 55111
637 1526 824805
637 2289 312005
637 3025 989297
637 3311 763947
637 3644 332356
637 4319 799058
637 5089 420524
637 5108 811759
638 1577 45123
638 1868 63344
638 2819 456213
638 3442 447606
638 4338 507759
638 5074 391882
638 5951 422198
639 668 165312
639 912 796768
639 1513 806886
639 2220 853289
639 2453 133385
639 2792 573007
639 3044 499361
639 3153 350198
639 3801 946231
639 4285 798991
639 4815 294049
639 5776 795487
640 1355 162574
640 1524 368595
640 2287 545416
640 2907 750075
640 3563 613739
640 3586 62541
640 4027 274311
640 4148 824177
640 5145 807479
640 5569 942358
641 1610 678005
641 1772 598809
641 2111 519047
641 2960 263304
641 3485 648144
641 3499 477099
641 3807 409609
641 4016 857076
641 4592 328283
641 4671 840314
641 4972 207971
641 5075 539964
641 5162 871631
642 1204 282407
642 1865 958500
642 2236 636017
642 2245 642179
642 2597 165055
642 2620 892655
642 3548 699518
642 4212 989378
642 4386 859624
642 4968 868249
642 5163 412217
642 5486 442861
642 5999 705293
643 1467 147731
643 2052 200784
643 2692 127991
643 3484 356140
643 4194 794809
643 4690 329888
643 4846 683551
643 5105 833162
643 5931 80776
644 843 608301
644 1636 269136
644 2177 745343
644 2521 490219
644 2716 359213
644 3571 678509
644 3603 859586
644 3693 294167
644 3914 168432
644 4221 129712
644 4358 764115
644 4562 702377
644 5180 331754
645 1420 43931
645 1526 820951
645 1651 805407
645 2390 14612
645 2685 225434
645 3637 288514
645 4261 571516
645 4625 92133
645 5520 859949
646 1056 633522
646 1405 444720
646 1630 673490
646 2456 411432
646 2666 913447
646 3195 492196
646 3764 303459
646 4061 788519
646 4992 494703
646 5598 579895
646 5944 494039
647 1502 424014
647 2207 614574
647 2345 28603
647 2860 165063
647 2868 624388
647 3276 948727
647 3884 172249
647 4784 315392
647 5238 103698
648 1645 71266
648 2368 762297
648 2497 960009
648 2841 161090
648 3736 582693
648 3856 332092
648 4751 79133
648 5543 811468
649 1040 802334
649 1717 744754
649 2430 259088
649 3255 814325
649 3935 883728
649 4643 12137
649 5413 220979
649 5894 91387
649 5943 880130
650 704 653473
650 1300 631952
650 1809 800071
650 1845 949407
650 2393 659831
650 2611 507170
650 3180 79552
650 3374 645323
650 3986 559282
650 4129 836936
650 5086 255222
651 1093 758991
651 1411 636926
651 1781 352370
651 1828 834236
651 2247 686871
651 2427 592723
651 3154 779250
651 3908 421485
651 4701 732936
651 5400 198314
651 5901 294602
652 823 317213
652 956 650317
652 1449 597445
652 2331 153487
652 3213 180873
652 3365 786160
652 3955 242522
652 4509 381825
652 4797 506425
652 5797 796010
652 5944 656602
653 1633 831394
653 1676 98682
653 1728 751899
653 2003 44559
653 2068 710487
653 2755 713733
653 3730 216131
653 4340 50814
653 4701 832834
653 5014 151520
653 5433 699834
653 5502 762244
653 5972 993845
654 1481 972344
654 1669 600942
654 1988 643934
654 2320 987352
654 3301 471230
654 3923 750891
654 4565 607460
654 5490 248374
655 706 900335
655 1650 983767
655 1811 529260
655 2441 629935
655 2879 139055
655 3401 164911
655 4292 548117
655 4377 621586
655 4677 530378
655 5577 4585
656 903 710917
656 1185 878224
656 1984 771927
656 2012 347727
656 2656 23166
656 2782 436979
656 2887 949892
656 3374 624364
656 3892 316421
656 4041 740572
656 4980 567411
656 5790 773055
657 1049 133706
657 1914 521647
657 2549 276926
657 2791 365551
657 2994 413817
657 3340 802482
657 4180 691424
657 4301 955357
657 4846 292451
657 5303 123789
658 827 241658
658 1177 77321
658 1398 36644
658 2122 888386
658 2164 625219
658 2289 976099
658 2720 454124
658 3449 929356
658 3810 996280
658 4365 403529
658 5338 246036
658 5703 31396
659 728 688941
659 1679 341530
659 1752 372887
659 2446 570730
659 3030 610014
659 3328 221227
659 3413 957683
659 4029 396303
659 4833 39715
659 4915 827927
659 5354 494437
659 5989 183070
660 819 523042
660 1189 556879
660 1619 801878
660 2563 759722
660 2739 705825
660 3529 601414
660 4043 659519
660 5037 364879
660 5849 523572
661 1503 587188
661 2465 93001
661 2711 130047
661 2982 813688
661 3458 254909
661 3560 78818
661 3976 36143
661 4512 65646
661 5432 613765
662 1651 325940
662 2056 988134
662 2401 374274
662 3045 229694
662 3542 892811
662 3800 907812
662 3801 856797
662 4570 705001
662 4608 602816
662 4876 330077
662 5515 913528
662 5689 822456
662 5980 395669
663 1596 18940
663 2343 401521
663 3268 574038
663 3542 390058
663 3921 427899
663 3971 731072
663 4362 963212
663 5039 107554
663 5247 373825
663 5566 280209
663 5776 699486
664 947 443124
664 1646 579812
664 2569 790994
664 3393 899914
664 4315 510764
664 4323 680442
664 5007 722046
664 5070 819093
664 5842 161962
664 5980 470843
665 1363 987872
665 1613 427909
665 2301 49572
665 2410 251902
665 2811 163288
665 3343 708524
665 4326 84695
665 4768 322976
665 5283 906707
666 940 571067
666 1622 516313
666 1726 532749
666 2475 32879
666 2529 224891
666 2594 572757
666 3178 7936
666 3180 21844
666 4152 607925
666 4453 137873
666 4774 409588
666 5526 98196
667 1109 104990
667 1998 303960
667 2686 899137
667 3267 99106
667 3434 423893
667 3639 263267
667 4277 941435
667 4593 16880
667 5089 47072
667 5900 485783
668 670 371754
668 1012 395306
668 1630 86667
668 2516 152373
668 2722 779159
668 3533 806195
668 3929 700122
668 4160 975532
668 4859 433336
668 5553 547943
669 977 339932
669 1296 443627
669 2099 244818
669 2142 483969
669 2735 612468
669 3702 102346
669 3859 28272
669 4171 945175
669 4676 797036
669 5053 645016
669 5247 968923
669 5654 893316
670 1604 501014
670 2437 402984
670 2737 111077
670 3024 905232
670 3415 332266
670 3445 155561
670 4101 262351
670 4602 468123
670 5267 21198
670 5894 439936
671 1469 305793
671 2358 434530
671 3158 656086
671 3954 672210
671 4347 739301
671 4838 566758
671 5319 288474
671 5373 619557
671 5482 37285
671 5777 25726
672 1523 881381
672 1531 604707
672 2026 489676
672 2923 192477
672 3879 775405
672 4501 268100
672 5142 415151
672 5389 410727
673 1477 960119
673 2068 809298
673 2289 99075
673 2405 175278
673 3028 307580
673 3934 765273
673 4231 544571
673 4351 214677
673 5278 572178
673 5797 144954
673 5867 272995
674 1497 253617
674 1849 244467
674 1960 626954
674 2145 36409
674 2898 131656
674 3893 360051
674 4765 726069
674 5279 866501
674 5318 798093
674 5720 726312
675 995 693783
675 1052 795250
675 2004 942931
675 2552 464026
675 3469 563808
675 3665 985885
675 4173 714662
675 5165 82461
676 1072 149566
676 1918 350747
676 2526 192721
676 3333 516477
676 3898 554202
